2.21729e-09,0.785398,-3.55439e-09,-1.5708,-6.05086e-09,6.98219e-09,4.9253e-09
5.24564e-09,0.785398,-7.37593e-09,-1.5708,-9.8052e-09,2.76971e-08,2.28319e-09
7.02179e-09,0.785398,-5.43668e-09,-1.5708,9.91858e-10,7.85005e-08,-1.39704e-08
5.6157e-09,0.785398,1.03753e-08,-1.5708,3.95652e-08,1.86965e-07,-3.8901e-08
-2.08133e-10,0.785398,4.95847e-08,-1.5708,1.18336e-07,3.88728e-07,-6.32636e-08
-1.07989e-08,0.785398,1.22504e-07,-1.5708,2.47554e-07,7.18924e-07,-8.14235e-08
-2.56951e-08,0.785398,2.39614e-07,-1.5708,4.33889e-07,1.20141e-06,-9.33094e-08
-4.37326e-08,0.785398,4.10867e-07,-1.5708,6.79315e-07,1.84081e-06,-1.01194e-07
-6.29918e-08,0.785397,6.44853e-07,-1.5708,9.80911e-07,2.62099e-06,-1.06268e-07
-8.05606e-08,0.785397,9.47906e-07,-1.5708,1.33173e-06,3.5102e-06,-1.08096e-07
-9.22633e-08,0.785397,1.32332e-06,-1.5708,1.72233e-06,4.46972e-06,-1.06144e-07
-9.25637e-08,0.785396,1.77086e-06,-1.5708,2.14233e-06,5.46178e-06,-1.00965e-07
-7.47797e-08,0.785396,2.28667e-06,-1.5708,2.58152e-06,6.4538e-06,-9.38978e-08
-3.15846e-08,0.785395,2.86358e-06,-1.5708,3.03059e-06,7.41867e-06,-8.60084e-08
4.43639e-08,0.785394,3.49178e-06,-1.5708,3.4815e-06,8.3332e-06,-7.75465e-08
1.59861e-07,0.785393,4.15951e-06,-1.5708,3.92766e-06,9.17729e-06,-6.82892e-08
3.2078e-07,0.785392,4.85395e-06,-1.57079,4.36396e-06,9.93516e-06,-5.82021e-08
5.31877e-07,0.785391,5.56197e-06,-1.57079,4.78663e-06,1.05981e-05,-4.77033e-08
7.96692e-07,0.785389,6.27083e-06,-1.57079,5.19291e-06,1.11664e-05,-3.73871e-08
1.11743e-06,0.785388,6.96889e-06,-1.57079,5.5807e-06,1.16495e-05,-2.75987e-08
1.49477e-06,0.785386,7.64618e-06,-1.57079,5.94817e-06,1.20629e-05,-1.82895e-08
1.92771e-06,0.785385,8.29475e-06,-1.57079,6.29361e-06,1.24235e-05,-9.23025e-09
2.41348e-06,0.785383,8.90899e-06,-1.57079,6.61534e-06,1.27454e-05,-3.40497e-10
2.94756e-06,0.785381,9.48554e-06,-1.57079,6.91184e-06,1.30381e-05,8.14591e-09
3.52403e-06,0.785379,1.00231e-05,-1.57079,7.18203e-06,1.33071e-05,1.57701e-08
4.1359e-06,0.785376,1.05223e-05,-1.57078,7.4255e-06,1.35551e-05,2.2081e-08
4.77545e-06,0.785374,1.09848e-05,-1.57078,7.64271e-06,1.37847e-05,2.68368e-08
5.43465e-06,0.785372,1.14135e-05,-1.57078,7.83516e-06,1.39984e-05,3.00697e-08
6.10529e-06,0.785369,1.18119e-05,-1.57078,8.00526e-06,1.41988e-05,3.20171e-08
6.77921e-06,0.785366,1.21841e-05,-1.57078,8.15626e-06,1.43872e-05,3.29902e-08
7.44851e-06,0.785364,1.25342e-05,-1.57077,8.29194e-06,1.45634e-05,3.32617e-08
