-2.21729e-09,-1.11754e-08,3.55439e-09,-2.11202e-08,6.05086e-09,-6.98219e-09,-4.9253e-09,
-5.44615e-09,-2.84661e-08,1.00916e-08,-4.9274e-08,1.67135e-08,-6.14755e-09,-8.56553e-09,
-8.14226e-09,-4.54196e-08,1.88205e-08,-6.67529e-08,3.03434e-08,1.86159e-08,-7.85829e-09,
-9.29356e-09,-5.8196e-08,2.91022e-08,-6.36248e-08,4.51757e-08,7.14915e-08,-4.03983e-09,
-8.82974e-09,-6.74463e-08,4.06054e-08,-4.30065e-08,5.92461e-08,1.40024e-07,1.01328e-10,
-7.387e-09,-7.71673e-08,5.31641e-08,-1.7661e-08,7.05974e-08,2.01415e-07,2.87542e-09,
-5.66538e-09,-9.16133e-08,6.64664e-08,-1.03958e-09,7.77943e-08,2.35091e-07,4.14062e-09,
-3.84037e-09,-1.12414e-07,7.98124e-08,1.03602e-09,8.03808e-08,2.33325e-07,4.33586e-09,
-1.40095e-09,-1.37669e-07,9.21192e-08,-7.02273e-09,7.89251e-08,2.03696e-07,3.75697e-09,
2.52393e-09,-1.63355e-07,1.02181e-07,-1.46203e-08,7.46246e-08,1.62798e-07,2.64993e-09,
8.602e-09,-1.85899e-07,1.09033e-07,-1.23881e-08,6.87506e-08,1.25965e-07,1.51573e-09,
1.68704e-08,-2.04202e-07,1.12224e-07,2.03208e-09,6.22578e-08,9.96053e-08,9.75561e-10,
2.66944e-08,-2.19903e-07,1.11853e-07,2.32291e-08,5.56961e-08,8.02802e-08,1.28208e-09,
3.70979e-08,-2.35938e-07,1.08404e-07,4.21746e-08,4.93456e-08,6.00338e-08,2.05041e-09,
4.72269e-08,-2.54478e-07,1.02497e-07,5.21439e-08,4.33909e-08,3.36697e-08,2.54373e-09,
5.6656e-08,-2.75591e-07,9.46946e-08,5.25359e-08,3.80006e-08,3.0597e-09,2.26789e-09,
6.53792e-08,-2.97371e-07,8.54702e-08,4.84719e-08,3.3291e-08,-2.39494e-08,1.34633e-09,
7.35439e-08,-3.1729e-07,7.52799e-08,4.69159e-08,2.9242e-08,-3.87468e-08,3.80787e-10,
8.11341e-08,-3.33781e-07,6.4663e-08,5.21246e-08,2.56588e-08,-3.75335e-08,-3.94233e-11,
8.78182e-08,-3.47055e-07,5.42625e-08,6.33199e-08,2.22277e-08,-2.36628e-08,2.36079e-10,
9.30447e-08,-3.58738e-07,4.47355e-08,7.57636e-08,1.86513e-08,-5.53954e-09,8.58546e-10,
9.63038e-08,-3.70679e-07,3.66034e-08,8.41668e-08,1.47945e-08,8.25112e-09,1.27286e-09,
9.73763e-08,-3.83787e-07,3.01298e-08,8.60491e-08,1.07642e-08,1.3383e-08,1.10809e-09,
9.64168e-08,-3.97589e-07,2.52973e-08,8.29699e-08,6.88079e-09,1.12098e-08,3.93662e-10,
9.38372e-08,-4.10718e-07,2.18921e-08,7.91168e-08,3.55724e-09,6.71492e-09,-5.06463e-10,
9.008e-08,-4.21904e-07,1.96434e-08,7.84336e-08,1.14831e-09,4.70039e-09,-1.15378e-09,
8.54301e-08,-4.30806e-07,1.83377e-08,8.22356e-08,-1.55875e-10,6.77478e-09,-1.30057e-09,
7.99693e-08,-4.3817e-07,1.78563e-08,8.87314e-08,-3.51726e-10,1.08755e-08,-1.0031e-09,
7.36784e-08,-4.45309e-07,1.81336e-08,9.45246e-08,4.30563e-10,1.32663e-08,-5.40506e-10,
6.65993e-08,-4.53285e-07,1.9083e-08,9.69336e-08,2.00654e-09,1.14139e-08,-2.16159e-10,
5.89443e-08,-4.62348e-07,2.05465e-08,9.55968e-08,4.19253e-09,5.79211e-09,-1.75156e-10,
5.1084e-08,-4.71937e-07,2.23017e-08,9.24534e-08,6.81336e-09,-4.38784e-10,-3.43802e-10,
4.3432e-08,-4.81173e-07,2.41168e-08,9.03007e-08,9.67748e-09,-3.47138e-09,-5.11491e-10,
3.63057e-08,-4.89491e-07,2.58137e-08,9.09877e-08,1.25555e-08,-1.16999e-09,-4.87533e-10,
2.9848e-08,-4.96994e-07,2.73003e-08,9.44053e-08,1.51916e-08,5.79678e-09,-2.27306e-10,
2.40508e-08,-5.0434e-07,2.85532e-08,9.88053e-08,1.73514e-08,1.45857e-08,1.47732e-10,
1.88502e-08,-5.12297e-07,2.9569e-08,1.02094e-07,1.88806e-08,2.20016e-08,4.3798e-10,
1.4227e-08,-5.21271e-07,3.03181e-08,1.03184e-07,1.97426e-08,2.62778e-08,4.95779e-10,
1.02482e-08,-5.3111e-07,3.07303e-08,1.02564e-07,2.00132e-08,2.77544e-08,3.12038e-10,
7.03204e-09,-5.41268e-07,3.07199e-08,1.01819e-07,1.98353e-08,2.81926e-08,9.70848e-12,
4.66822e-09,-5.51194e-07,3.02306e-08,1.02527e-07,1.93602e-08,2.9338e-08,-2.42344e-10,
3.14946e-09,-5.60667e-07,2.92714e-08,1.05281e-07,1.87033e-08,3.17237e-08,-3.33407e-10,
2.35818e-09,-5.69895e-07,2.79217e-08,1.09438e-07,1.7932e-08,3.44332e-08,-2.67041e-10,
